식품명,식품대분류명,영양성분함량기준량,에너지(kcal)
페이스트리_쿠인아망,빵 및 과자류,100g,286
페이스트리_퀸아망,빵 및 과자류,100g,415
페이스트리_팥절미 페이스트리,빵 및 과자류,100g,381
페이스트리_푀이테쇼콜라,빵 및 과자류,100g,350
페이스트리_햄감자말이페스트리,빵 및 과자류,100g,298
페이스트리_허니볼,빵 및 과자류,100g,277
페이스트리_허니치즈퐁당 마마츄리,빵 및 과자류,100g,319
페이스트리_현무암돌빵,빵 및 과자류,100g,421
페이스트리_회오리롱소시지패스트리,빵 및 과자류,100g,299
기타차_체리 히비스커스티 아이스(ICED) (ML),음료 및 차류,100ml,21
페이스트리_몽블랑 플레인,빵 및 과자류,100g,399
페이스트리_미니초코칩트위스트,빵 및 과자류,100g,409
페이스트리_밤패스트리,빵 및 과자류,100g,361
페이스트리_베이컨 포테이토 데니쉬,빵 및 과자류,100g,442
페이스트리_베이컨&치즈패스트리,빵 및 과자류,100g,424
페이스트리_블루베리 퐁당 마마츄리,빵 및 과자류,100g,266
페이스트리_블루베리품은 소보로 페스트리,빵 및 과자류,100g,441
페이스트리_비벼먹는 페스츄리 딸기,빵 및 과자류,100g,261
페이스트리_비벼먹는 페스츄리 초콜릿,빵 및 과자류,100g,398
페이스트리_뺑 오 쇼콜라,빵 및 과자류,100g,421
페이스트리_뺑오쇼콜라,빵 및 과자류,100g,457
페이스트리_생크림소보루페스트리,빵 및 과자류,100g,341
페이스트리_소세지 페스츄리,빵 및 과자류,100g,314
페이스트리_소시지 양파 페이스트리,빵 및 과자류,100g,316
페이스트리_소시지페스트리,빵 및 과자류,100g,356
페이스트리_슈크림데니쉬,빵 및 과자류,100g,358
페이스트리_스위트갈릭고구마페스츄리,빵 및 과자류,100g,317
페이스트리_스크류소시지,빵 및 과자류,100g,392
기타차_체리 히비스커스티 아이스(ICED) (L),음료 및 차류,100ml,24
팥빵_호두과자,빵 및 과자류,100g,290
팥빵_호두단팥빵,빵 및 과자류,100g,261
팥빵_호밀찰보리빵,빵 및 과자류,100g,332
팥빵_단팥소보로빵,빵 및 과자류,100g,386
팥빵_미니붕어빵 통팥,빵 및 과자류,100g,291
팥빵_소보루단팥빵,빵 및 과자류,100g,356
팥빵_추억의 팥절미빵,빵 및 과자류,100g,273
팥빵_팥 페스츄리 붕어빵,빵 및 과자류,100g,262
팥빵_호두과자,빵 및 과자류,100g,317
팥빵_호두통팥,빵 및 과자류,100g,362
페이스트리_64겹골든페스츄리,빵 및 과자류,100g,385
페이스트리_64겹페스트리,빵 및 과자류,100g,387
페이스트리_갈릭페스트리,빵 및 과자류,100g,351
페이스트리_낙엽페스트리,빵 및 과자류,100g,348
페이스트리_넛츠크림치즈크럼블페이스트리,빵 및 과자류,100g,555
페이스트리_딸기탑 마마츄리,빵 및 과자류,100g,241
페이스트리_라즈베리 퐁당 마마츄리,빵 및 과자류,100g,269
페이스트리_마카다미아 데니쉬,빵 및 과자류,100g,394
페이스트리_몽블랑 데니쉬,빵 및 과자류,100g,389
파이/만주_빨미까레 초코,빵 및 과자류,100g,455
파이/만주_빨미까레 쿠앤크,빵 및 과자류,100g,403
파이/만주_쌀콩만주,빵 및 과자류,100g,328
파이/만주_알밤파이만주,빵 및 과자류,100g,400
파이/만주_진한크림치즈롤파이,빵 및 과자류,100g,375
팥빵_단팥빵,빵 및 과자류,100g,308
팥빵_단팥빵,빵 및 과자류,100g,314
팥빵_단팥빵,빵 및 과자류,100g,274
팥빵_단팥빵,빵 및 과자류,100g,250
팥빵_단팥앙금롤브레드,빵 및 과자류,100g,330
팥빵_미강빵,빵 및 과자류,100g,307
팥빵_생크림 듬뿍이 단팥빵,빵 및 과자류,100g,280
팥빵_생크림단팥빵,빵 및 과자류,100g,271
팥빵_연유크림만난단팥빵,빵 및 과자류,100g,324
팥빵_완전소중한단팥빵,빵 및 과자류,100g,307
팥빵_우리쌀앙버터브레드 (H),빵 및 과자류,100g,252
팥빵_쫀득한 단팥빵,빵 및 과자류,100g,294
팥빵_호두가오독오독씹히는단팥빵,빵 및 과자류,100g,407
팥빵_호두과자,빵 및 과자류,100g,258
파이/만주_미니크림치즈파이,빵 및 과자류,100g,400
파이/만주_뽀미파이 애플파이,빵 및 과자류,100g,347
파이/만주_생크림 가득 파이,빵 및 과자류,100g,358
파이/만주_스노우 화이트 애플 파이,빵 및 과자류,100g,290
파이/만주_스틱파이,빵 및 과자류,100g,476
파이/만주_연유슈크림애플파이,빵 및 과자류,100g,332
파이/만주_크림치즈롤파이,빵 및 과자류,100g,412
파이/만주_클래식애플파이,빵 및 과자류,100g,313
파이/만주_파이만주,빵 및 과자류,100g,351
파이/만주_파이콘,빵 및 과자류,100g,514
파이/만주_호두파이,빵 및 과자류,100g,380
파이/만주_겹겹이딸기파이,빵 및 과자류,100g,394
파이/만주_다크초콜릿롤,빵 및 과자류,100g,417
파이/만주_달콤한딸기롤파이,빵 및 과자류,100g,371
파이/만주_달콤한딸기롤파이 (2개입),빵 및 과자류,100g,363
파이/만주_달콤한딸기롤파이 (5개입),빵 및 과자류,100g,365
파이/만주_링고파이,빵 및 과자류,100g,345
파이/만주_빨미까레 녹차,빵 및 과자류,100g,438
기타차_제주 한라봉 블랙티 아이스(ICED),음료 및 차류,100ml,41
토스트_누텔라 바나나 토스트,빵 및 과자류,100g,208
토스트_전여친 생각 토스트,빵 및 과자류,100g,379
토스트_카야 버터치즈 반반 토스트,빵 및 과자류,100g,285
토스트_카야버터 토스트,빵 및 과자류,100g,321
토스트_카야치즈 토스트,빵 및 과자류,100g,249
파이/만주_베이컨 치즈 팟파이,빵 및 과자류,100g,269
파이/만주_블루베리 에그디쉬,빵 및 과자류,100g,264
파이/만주_이탈리안 에그디쉬,빵 및 과자류,100g,296
파이/만주_주상절리 파이,빵 및 과자류,100g,532
파이/만주_치킨 팟파이,빵 및 과자류,100g,253
파이/만주_플레인 에그디쉬,빵 및 과자류,100g,325
파이/만주_하트 파이,빵 및 과자류,100g,485
파이/만주_딸기잼롤파이,빵 및 과자류,100g,400
파이/만주_로스팅호두로더고소한호두파이 (조각),빵 및 과자류,100g,402
파이/만주_리프파이,빵 및 과자류,100g,493
파이/만주_미니고구마파이,빵 및 과자류,100g,374
파이/만주_미니딸기필링파이,빵 및 과자류,100g,397
파이/만주_미니애플파이,빵 및 과자류,100g,346
토스트_구운햄치즈 토스트,빵 및 과자류,100g,304
토스트_더블 버터 카야 토스트,빵 및 과자류,100g,335
토스트_마늘토스트,빵 및 과자류,100g,306
토스트_몬테크리스토 (H),빵 및 과자류,100g,262
토스트_스위트토스트,빵 및 과자류,100g,419
토스트_오믈렛토스트,빵 및 과자류,100g,269
토스트_인절미 카야 토스트,빵 및 과자류,100g,261
토스트_인절미 토스트,빵 및 과자류,100g,342
토스트_자색 고구마 카야 토스트,빵 및 과자류,100g,256
토스트_촉촉한 허니버터토스트,빵 및 과자류,100g,380
토스트_촉촉한햄치즈 토스트,빵 및 과자류,100g,253
토스트_카라멜버터토스트,빵 및 과자류,100g,332
토스트_카야 토스트,빵 및 과자류,100g,315
토스트_통버터 프렌치토스트,빵 및 과자류,100g,289
토스트_트리플 치즈 카야 토스트,빵 및 과자류,100g,273
토스트_페퍼로니 피자 토스트,빵 및 과자류,100g,282
토스트_햄 치즈 프렌치 토스트,빵 및 과자류,100g,312
토스트_햄치즈 스크램블 토스트,빵 및 과자류,100g,290
토스트_허니버터토스트,빵 및 과자류,100g,335
타르트_뉴욕치즈타르트,빵 및 과자류,100g,390
타르트_리얼 다크 타르트,빵 및 과자류,100g,429
타르트_무화과타르트,빵 및 과자류,100g,476
타르트_미니 타르트 4종 세트,빵 및 과자류,100g,446
타르트_밀당 에그 타르트,빵 및 과자류,100g,400
타르트_소프트 에그타르트,빵 및 과자류,100g,330
타르트_씨앗타르트,빵 및 과자류,100g,417
타르트_아몬드타르트,빵 및 과자류,100g,426
타르트_에그 타르트,빵 및 과자류,100g,270
타르트_에그타르트,빵 및 과자류,100g,297
타르트_에그타르트,빵 및 과자류,100g,264
타르트_에그타르트,빵 및 과자류,100g,280
타르트_크림치즈 타르트,빵 및 과자류,100g,433
타르트_호두듬뿍타르트,빵 및 과자류,100g,430
타르트_호두타르트,빵 및 과자류,100g,426
타르트_패스트리에빠진에그푸딩,빵 및 과자류,100g,457
타르트_오렌지타르트,빵 및 과자류,100g,248
토스트_갈릭스틱토스트,빵 및 과자류,100g,378
토스트_갈릭치즈토스트,빵 및 과자류,100g,407
크림빵_왕구름크림빵,빵 및 과자류,100g,359
크림빵_우유버터브레드,빵 및 과자류,100g,383
크림빵_우유생크림빵,빵 및 과자류,100g,327
크림빵_인생 딸기생크림빵,빵 및 과자류,100g,329
크림빵_자색고구마 미니 붕어빵,빵 및 과자류,100g,294
크림빵_초코 미니 붕어빵,빵 및 과자류,100g,328
크림빵_초코 슈스틱,빵 및 과자류,100g,333
크림빵_추억의 고구마생크림빵,빵 및 과자류,100g,368
크림빵_치즈크림빵,빵 및 과자류,100g,349
크림빵_커스타드 크로칸 슈,빵 및 과자류,100g,427
크림빵_쿠키슈 생크림,빵 및 과자류,100g,343
크림빵_쿠키슈 커스터드초코크림,빵 및 과자류,100g,427
크림빵_쿠키슈 커스터드크림,빵 및 과자류,100g,377
크림빵_쿠키슈 황치즈크림,빵 및 과자류,100g,386
크림빵_크림 치즈 크로칸 슈,빵 및 과자류,100g,449
크림빵_크림소금빵,빵 및 과자류,100g,450
크림빵_흑당크림브레드,빵 및 과자류,100g,268
타르트_까망베르치즈 타르트,빵 및 과자류,100g,314
기타차_작설차,음료 및 차류,100ml,1
크림빵_크림코르네,빵 및 과자류,100g,272
크림빵_티라미수 크림 데니쉬,빵 및 과자류,100g,345
크림빵_후레쉬연유크림,빵 및 과자류,100g,454
크림빵_후레쉬연유크림빵,빵 및 과자류,100g,417
크림빵_후레쉬크림빵,빵 및 과자류,100g,404
크림빵_후레쉬크림빵,빵 및 과자류,100g,411
크림빵_후레쉬크림샌드빵 (소),빵 및 과자류,100g,408
크림빵_후레쉬크림샌드빵,빵 및 과자류,100g,408
크림빵_단팥생크림빵,빵 및 과자류,100g,297
크림빵_단팥크림빵,빵 및 과자류,100g,289
크림빵_단호박 미니 붕어빵,빵 및 과자류,100g,275
크림빵_메론크림빵,빵 및 과자류,100g,322
크림빵_바닐라 우유 크림슈,빵 및 과자류,100g,326
크림빵_보슬보슬옥수수크림빵,빵 및 과자류,100g,344
크림빵_생크림메론크림빵,빵 및 과자류,100g,328
크림빵_슈크림 콩빵,빵 및 과자류,100g,357
크림빵_아이스슈,빵 및 과자류,100g,283
크림빵_연유크림브레드,빵 및 과자류,100g,271
크림빵_옥수수콘크림샌드,빵 및 과자류,100g,313
크림빵_아몬드슈,빵 및 과자류,100g,277
크림빵_아이스허니와앙슈,빵 및 과자류,100g,267
크림빵_어니언크런치,빵 및 과자류,100g,248
크림빵_어둠의다크초코통통,빵 및 과자류,100g,400
크림빵_요구르트 슈스틱,빵 및 과자류,100g,275
크림빵_우유크림슈,빵 및 과자류,100g,304
크림빵_진한쌀크림빵,빵 및 과자류,100g,325
크림빵_초코가나슈크림빵,빵 및 과자류,100g,299
크림빵_초코크로칸슈,빵 및 과자류,100g,277
크림빵_초코크림아몬드볼,빵 및 과자류,100g,400
크림빵_초콜릿크로캉롱슈,빵 및 과자류,100g,286
크림빵_촉촉브래드,빵 및 과자류,100g,296
크림빵_치즈크림팡도르,빵 및 과자류,100g,326
크림빵_카스타드롤,빵 및 과자류,100g,292
크림빵_카페모카크림빵 (대),빵 및 과자류,100g,420
크림빵_카페모카크림빵 (소),빵 및 과자류,100g,410
크림빵_크리미 크로칸 슈,빵 및 과자류,100g,272
크림빵_크리미크로칸슈,빵 및 과자류,100g,272
크림빵_크림듬뿍초코크림아몬드볼,빵 및 과자류,100g,400
크림빵_딸기흑임자크림빵,빵 및 과자류,100g,286
크림빵_땅콩크림빵,빵 및 과자류,100g,431
크림빵_리얼초코소라빵,빵 및 과자류,100g,301
크림빵_매직모카크림빵,빵 및 과자류,100g,427
크림빵_민트초코 생크림 브레드,빵 및 과자류,100g,309
크림빵_밀크크림브레드,빵 및 과자류,100g,221
크림빵_바닐라슈,빵 및 과자류,100g,307
크림빵_바닐라크로캉롱슈,빵 및 과자류,100g,314
크림빵_부드러운모카크림빵,빵 및 과자류,100g,407
크림빵_부드러운후레쉬크림샌드빵,빵 및 과자류,100g,385
크림빵_브리오슈슈크레,빵 및 과자류,100g,740
크림빵_생크림빵,빵 및 과자류,100g,310
"크림빵_순,딸기산도",빵 및 과자류,100g,265
크림빵_순진우유크림빵,빵 및 과자류,100g,264
크림빵_슈크림빵,빵 및 과자류,100g,312
크림빵_슈크림빵,빵 및 과자류,100g,298
크림빵_스노우쿠키슈,빵 및 과자류,100g,320
크림빵_스마일슈크림빵,빵 및 과자류,100g,300
크림빵_시원하게 즐기는 메론빵,빵 및 과자류,100g,327
크로켓(고로케)_남해마늘로만든마늘치킨 고로케,빵 및 과자류,100g,286
크로켓(고로케)_마늘치킨 고로케,빵 및 과자류,100g,286
크로켓(고로케)_매콤마라모찌 (6개입),빵 및 과자류,100g,313
크로켓(고로케)_매콤마요 감동란 코로케,빵 및 과자류,100g,296
크로켓(고로케)_매콤에그마요 고로케,빵 및 과자류,100g,290
크로켓(고로케)_볶음김치 고로케,빵 및 과자류,100g,290
크로켓(고로케)_불고기피자 고로케,빵 및 과자류,100g,277
크로켓(고로케)_오븐에구운 고로케,빵 및 과자류,100g,263
크로켓(고로케)_치즈퐁당감자 고로케,빵 및 과자류,100g,339
크로켓(고로케)_하와이안 비프,빵 및 과자류,100g,233
크로켓(고로케)_화끈한 마라고로케,빵 및 과자류,100g,310
크림빵_고소한 흑임자크림빵,빵 및 과자류,100g,328
크림빵_골든크림메론빵,빵 및 과자류,100g,320
크림빵_까까웨뜨,빵 및 과자류,100g,407
크림빵_나눠먹는크림빵,빵 및 과자류,100g,428
크림빵_단팥크림코팡,빵 및 과자류,100g,271
크림빵_동글동글순우유롤,빵 및 과자류,100g,361
크림빵_딸기샌드케이크 크림빵,빵 및 과자류,100g,252
크로켓(고로케)_명품잡채 고로케,빵 및 과자류,100g,275
크로켓(고로케)_명품카레 고로케,빵 및 과자류,100g,316
크로켓(고로케)_바삭쫄깃한 로제품은달걀,빵 및 과자류,100g,210
크로켓(고로케)_슈크림 고로케,빵 및 과자류,100g,335
크로켓(고로케)_야채감자 고로케,빵 및 과자류,100g,304
크로켓(고로케)_야채 고로케,빵 및 과자류,100g,294
크로켓(고로케)_어니언크림치즈 고로케,빵 및 과자류,100g,338
크로켓(고로케)_옥수수치즈 고로케,빵 및 과자류,100g,320
크로켓(고로케)_이탈리안 고로케,빵 및 과자류,100g,270
크로켓(고로케)_잡채 고로케,빵 및 과자류,100g,312
크로켓(고로케)_중화잡채 고로케,빵 및 과자류,100g,369
크로켓(고로케)_추억의사라다 고로케,빵 및 과자류,100g,296
크로켓(고로케)_칠리꽃맛살 고로케,빵 및 과자류,100g,345
크로켓(고로케)_크림치즈 고로케,빵 및 과자류,100g,380
크로켓(고로케)_피자 고로케,빵 및 과자류,100g,293
크로켓(고로케)_NEW정통 고로케,빵 및 과자류,100g,300
크로켓(고로케)_고기가득부추 고로케,빵 및 과자류,100g,314
크로켓(고로케)_고기야채 고로케,빵 및 과자류,100g,294
